id,industry,page_type,component_type,position,section_archetype,section_variant,content_direction,priority
312,pet-products,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
313,pet-products,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
314,pet-products,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
315,pet-products,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
316,electronics-tech,homepage,page_section,1,HERO,product-hero,Product hero with spec highlights,required
317,electronics-tech,homepage,page_section,2,FEATURES,icon-grid,Key specs with icons,required
318,electronics-tech,homepage,page_section,3,PRODUCT-SHOWCASE,hover-cards,Product lineup / categories,required
319,electronics-tech,homepage,page_section,4,COMPARISON,table,Model comparison matrix,required
320,electronics-tech,homepage,page_section,5,VIDEO,autoplay-hero,Product demo / unboxing,recommended
321,electronics-tech,homepage,page_section,6,TESTIMONIALS,carousel,Tech reviewer quotes,recommended
322,electronics-tech,homepage,page_section,7,HOW-IT-WORKS,numbered-steps,Setup / getting started,optional
323,electronics-tech,homepage,page_section,8,STATS,counter,"Users, uptime, performance metrics",recommended
324,electronics-tech,homepage,page_section,9,FAQ,accordion,"Compatibility, warranty, specs",required
325,electronics-tech,homepage,page_section,10,NEWSLETTER,inline,Product updates + early access,recommended
326,electronics-tech,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,Product angles + annotated features,required
327,electronics-tech,product-detail,page_section,2,FEATURES,spec-table,Full specifications table,required
328,electronics-tech,product-detail,page_section,3,PRODUCT-DETAIL,description-tabs,"Overview, specs, in the box, compatibility",required
329,electronics-tech,product-detail,page_section,4,COMPARISON,inline-compare,Compare models side-by-side,recommended
330,electronics-tech,product-detail,page_section,5,VIDEO,inline-player,Demo / setup walkthrough,recommended
331,electronics-tech,product-detail,page_section,6,TESTIMONIALS,mini-reviews,User reviews with star breakdown,required
332,electronics-tech,product-detail,page_section,7,PRODUCT-SHOWCASE,accessories,Compatible accessories bundle,required
333,electronics-tech,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
334,electronics-tech,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
335,electronics-tech,collection,page_section,3,COMPARISON,inline-compare,Quick compare selected products,recommended
336,electronics-tech,collection,page_section,4,FAQ,mini-accordion,Category buying guide FAQ,optional
337,electronics-tech,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
338,electronics-tech,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
339,electronics-tech,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
340,electronics-tech,about,page_section,1,HERO,page-header,Company name + tagline,required
341,electronics-tech,about,page_section,2,ABOUT,editorial-split,Company story,required
342,electronics-tech,about,page_section,3,TEAM,grid,Team members,optional
343,electronics-tech,about,page_section,4,STATS,counter,Key metrics,recommended
344,electronics-tech,about,page_section,5,CTA,centered,Get started / contact,required
345,electronics-tech,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
346,electronics-tech,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
347,electronics-tech,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
348,electronics-tech,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
349,electronics-tech,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
350,electronics-tech,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
351,electronics-tech,shared,navigation,0,NAV,mega-menu,Utility-first with search prominence,required
352,electronics-tech,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
353,electronics-tech,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
354,saas-software,homepage,page_section,1,HERO,split-image,Product screenshot with value prop,required
355,saas-software,homepage,page_section,2,LOGO-BAR,scrolling-marquee,Customer logos,required
356,saas-software,homepage,page_section,3,FEATURES,icon-grid,Core features (3-6),required
357,saas-software,homepage,page_section,4,HOW-IT-WORKS,numbered-steps,3-step onboarding,required
358,saas-software,homepage,page_section,5,STATS,counter,"Users, uptime, time saved",recommended
359,saas-software,homepage,page_section,6,TESTIMONIALS,carousel,Customer case studies,required
360,saas-software,homepage,page_section,7,PRICING,tiered-cards,Plan comparison,required
361,saas-software,homepage,page_section,8,COMPARISON,table,Us vs alternatives,optional
362,saas-software,homepage,page_section,9,FAQ,accordion,"Billing, security, integrations",required
363,saas-software,homepage,page_section,10,CTA,centered,Start free trial,required
364,saas-software,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
365,saas-software,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
366,saas-software,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
367,saas-software,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
368,saas-software,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
369,saas-software,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
370,saas-software,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
371,saas-software,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
372,saas-software,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
373,saas-software,about,page_section,1,HERO,page-header,Company name + tagline,required
374,saas-software,about,page_section,2,ABOUT,editorial-split,Mission and founding story,required
375,saas-software,about,page_section,3,STATS,counter,"Users, team size, countries",required
376,saas-software,about,page_section,4,TEAM,grid,Leadership team,required
377,saas-software,about,page_section,5,FEATURES,icon-grid,Company values,recommended
378,saas-software,about,page_section,6,LOGO-BAR,static-grid,Investors / partners,optional
379,saas-software,about,page_section,7,CTA,centered,Join us / careers,recommended
380,saas-software,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
381,saas-software,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
382,saas-software,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
383,saas-software,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
384,saas-software,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
385,saas-software,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
386,saas-software,shared,navigation,0,NAV,sticky-solid,Clean with CTA button in nav,required
387,saas-software,shared,footer,0,FOOTER,mega,"Product, company, resources, legal columns",required
388,saas-software,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
389,professional-services,homepage,page_section,1,HERO,centered,Clear value proposition with CTA,required
390,professional-services,homepage,page_section,2,LOGO-BAR,static-grid,Client logos / certifications,required
391,professional-services,homepage,page_section,3,FEATURES,icon-grid,Service offerings (3-6),required
392,professional-services,homepage,page_section,4,ABOUT,editorial-split,"Team expertise, years of experience",required
393,professional-services,homepage,page_section,5,TESTIMONIALS,carousel,Client success stories,required
394,professional-services,homepage,page_section,6,STATS,counter,"Projects completed, clients served",recommended
395,professional-services,homepage,page_section,7,HOW-IT-WORKS,numbered-steps,Engagement process,recommended
396,professional-services,homepage,page_section,8,TEAM,grid,Key team members,optional
397,professional-services,homepage,page_section,9,FAQ,accordion,"Pricing, process, timeline",recommended
398,professional-services,homepage,page_section,10,CTA,centered,Book consultation,required
399,professional-services,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
400,professional-services,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
401,professional-services,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
402,professional-services,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
403,professional-services,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
404,professional-services,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
405,professional-services,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
406,professional-services,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
407,professional-services,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
408,professional-services,about,page_section,1,HERO,page-header,Company name + tagline,required
409,professional-services,about,page_section,2,ABOUT,editorial-split,Firm philosophy + approach,required
410,professional-services,about,page_section,3,STATS,counter,"Years, clients, team members",required
411,professional-services,about,page_section,4,TEAM,grid,Partners / leadership,required
412,professional-services,about,page_section,5,TESTIMONIALS,carousel,Client endorsements,recommended
413,professional-services,about,page_section,6,TRUST-BADGES,horizontal-strip,"Certifications, memberships",recommended
414,professional-services,about,page_section,7,CTA,centered,Get in touch,required
415,professional-services,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
416,professional-services,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
417,professional-services,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
418,professional-services,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
419,professional-services,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
420,professional-services,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
421,professional-services,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
422,professional-services,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
423,professional-services,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
424,real-estate,homepage,page_section,1,HERO,full-bleed-overlay,Featured property / development hero,required
425,real-estate,homepage,page_section,2,PRODUCT-SHOWCASE,hover-cards,Featured listings / developments,required
426,real-estate,homepage,page_section,3,STATS,counter,"Properties sold, years experience, markets",required
427,real-estate,homepage,page_section,4,FEATURES,icon-grid,Service differentiators,recommended
428,real-estate,homepage,page_section,5,TESTIMONIALS,carousel,Client success stories,required
429,real-estate,homepage,page_section,6,ABOUT,editorial-split,"Agency story, market expertise",recommended
430,real-estate,homepage,page_section,7,GALLERY,masonry,Property photography showcase,recommended
431,real-estate,homepage,page_section,8,CONTACT,split-form,Inquiry form with map,required
432,real-estate,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
433,real-estate,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
434,real-estate,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
435,real-estate,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
436,real-estate,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
437,real-estate,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
438,real-estate,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
439,real-estate,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
440,real-estate,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
441,real-estate,about,page_section,1,HERO,page-header,Company name + tagline,required
442,real-estate,about,page_section,2,ABOUT,editorial-split,Company story,required
443,real-estate,about,page_section,3,TEAM,grid,Team members,optional
444,real-estate,about,page_section,4,STATS,counter,Key metrics,recommended
445,real-estate,about,page_section,5,CTA,centered,Get started / contact,required
446,real-estate,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
447,real-estate,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
448,real-estate,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
449,real-estate,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
450,real-estate,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
451,real-estate,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
452,real-estate,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
453,real-estate,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
454,real-estate,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
455,education,homepage,page_section,1,HERO,split-image,Students/outcomes imagery,required
456,education,homepage,page_section,2,STATS,counter,"Students enrolled, completion rate, career outcomes",required
457,education,homepage,page_section,3,PRODUCT-SHOWCASE,hover-cards,Course/program catalog,required
458,education,homepage,page_section,4,TESTIMONIALS,carousel,Student success stories,required
459,education,homepage,page_section,5,HOW-IT-WORKS,numbered-steps,Enrollment process,required
460,education,homepage,page_section,6,FEATURES,icon-grid,Platform features / learning benefits,recommended
461,education,homepage,page_section,7,TEAM,grid,Instructors / faculty,optional
462,education,homepage,page_section,8,FAQ,accordion,"Admissions, pricing, certificates",required
463,education,homepage,page_section,9,CTA,centered,Enroll now / free preview,required
464,education,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
465,education,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
466,education,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
467,education,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
468,education,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
469,education,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
470,education,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
471,education,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
472,education,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
473,education,about,page_section,1,HERO,page-header,Company name + tagline,required
474,education,about,page_section,2,ABOUT,editorial-split,Company story,required
475,education,about,page_section,3,TEAM,grid,Team members,optional
476,education,about,page_section,4,STATS,counter,Key metrics,recommended
477,education,about,page_section,5,CTA,centered,Get started / contact,required
478,education,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
479,education,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
480,education,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
481,education,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
482,education,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
483,education,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
484,education,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
485,education,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
486,education,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
487,restaurants-cafes,homepage,page_section,1,HERO,full-bleed-overlay,Signature dish / interior ambiance,required
488,restaurants-cafes,homepage,page_section,2,ABOUT,editorial-split,"Chef story, philosophy, heritage",required
489,restaurants-cafes,homepage,page_section,3,GALLERY,masonry,Food photography + ambiance,required
490,restaurants-cafes,homepage,page_section,4,PRODUCT-SHOWCASE,hover-cards,Menu highlights / categories,required
491,restaurants-cafes,homepage,page_section,5,TESTIMONIALS,single-featured,Review quotes,recommended
492,restaurants-cafes,homepage,page_section,6,HOW-IT-WORKS,numbered-steps,Reservation / ordering process,recommended
493,restaurants-cafes,homepage,page_section,7,CONTACT,split-form,"Location, hours, reservation",required
494,restaurants-cafes,homepage,page_section,8,NEWSLETTER,inline,Special events + offers,optional
495,restaurants-cafes,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
496,restaurants-cafes,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
497,restaurants-cafes,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
498,restaurants-cafes,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
499,restaurants-cafes,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
500,restaurants-cafes,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
501,restaurants-cafes,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
502,restaurants-cafes,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
503,restaurants-cafes,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
504,restaurants-cafes,about,page_section,1,HERO,page-header,Company name + tagline,required
505,restaurants-cafes,about,page_section,2,ABOUT,editorial-split,Company story,required
506,restaurants-cafes,about,page_section,3,TEAM,grid,Team members,optional
507,restaurants-cafes,about,page_section,4,STATS,counter,Key metrics,recommended
508,restaurants-cafes,about,page_section,5,CTA,centered,Get started / contact,required
509,restaurants-cafes,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
510,restaurants-cafes,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
511,restaurants-cafes,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
512,restaurants-cafes,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
513,restaurants-cafes,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
514,restaurants-cafes,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
515,restaurants-cafes,shared,navigation,0,NAV,hamburger-only,Minimal with reservation CTA,required
516,restaurants-cafes,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
517,restaurants-cafes,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
518,hotels-hospitality,homepage,page_section,1,HERO,video-background,Property showcase video,required
519,hotels-hospitality,homepage,page_section,2,GALLERY,masonry,Room types + amenities photography,required
520,hotels-hospitality,homepage,page_section,3,FEATURES,icon-grid,Amenities and services,required
521,hotels-hospitality,homepage,page_section,4,PRODUCT-SHOWCASE,hover-cards,Room categories / experiences,required
522,hotels-hospitality,homepage,page_section,5,TESTIMONIALS,carousel,Guest reviews,required
523,hotels-hospitality,homepage,page_section,6,ABOUT,editorial-split,"Property story, location highlights",recommended
524,hotels-hospitality,homepage,page_section,7,STATS,counter,"Guest satisfaction, awards, years",recommended
525,hotels-hospitality,homepage,page_section,8,CTA,centered,Book your stay,required
526,hotels-hospitality,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
527,hotels-hospitality,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
528,hotels-hospitality,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
529,hotels-hospitality,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
530,hotels-hospitality,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
531,hotels-hospitality,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
532,hotels-hospitality,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
533,hotels-hospitality,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
534,hotels-hospitality,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
535,hotels-hospitality,about,page_section,1,HERO,page-header,Company name + tagline,required
536,hotels-hospitality,about,page_section,2,ABOUT,editorial-split,Company story,required
537,hotels-hospitality,about,page_section,3,TEAM,grid,Team members,optional
538,hotels-hospitality,about,page_section,4,STATS,counter,Key metrics,recommended
539,hotels-hospitality,about,page_section,5,CTA,centered,Get started / contact,required
540,hotels-hospitality,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
541,hotels-hospitality,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
542,hotels-hospitality,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
543,hotels-hospitality,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
544,hotels-hospitality,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
545,hotels-hospitality,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
546,hotels-hospitality,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
547,hotels-hospitality,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
548,hotels-hospitality,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
549,events-venues,homepage,page_section,1,HERO,video-background,Event highlight reel,required
550,events-venues,homepage,page_section,2,GALLERY,masonry,Venue + event photography,required
551,events-venues,homepage,page_section,3,FEATURES,icon-grid,"Venue specs (capacity, A/V, catering)",required
552,events-venues,homepage,page_section,4,TESTIMONIALS,carousel,Client event testimonials,required
553,events-venues,homepage,page_section,5,PRODUCT-SHOWCASE,hover-cards,Event packages / venue spaces,required
554,events-venues,homepage,page_section,6,HOW-IT-WORKS,numbered-steps,Booking process,recommended
555,events-venues,homepage,page_section,7,FAQ,accordion,"Capacity, catering, availability",recommended
556,events-venues,homepage,page_section,8,CONTACT,split-form,Inquiry form,required
557,events-venues,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
558,events-venues,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
559,events-venues,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
560,events-venues,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
561,events-venues,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
562,events-venues,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
563,events-venues,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
564,events-venues,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
565,events-venues,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
566,events-venues,about,page_section,1,HERO,page-header,Company name + tagline,required
567,events-venues,about,page_section,2,ABOUT,editorial-split,Company story,required
568,events-venues,about,page_section,3,TEAM,grid,Team members,optional
569,events-venues,about,page_section,4,STATS,counter,Key metrics,recommended
570,events-venues,about,page_section,5,CTA,centered,Get started / contact,required
571,events-venues,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
572,events-venues,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
573,events-venues,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
574,events-venues,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
575,events-venues,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
576,events-venues,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
577,events-venues,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
578,events-venues,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
579,events-venues,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
580,creative-studios,homepage,page_section,1,HERO,animated-gradient,Bold typography + showreel,required
581,creative-studios,homepage,page_section,2,PORTFOLIO,masonry,Selected works showcase,required
582,creative-studios,homepage,page_section,3,ABOUT,editorial-split,"Studio philosophy, process",required
583,creative-studios,homepage,page_section,4,FEATURES,icon-grid,Services offered,required
584,creative-studios,homepage,page_section,5,LOGO-BAR,scrolling-marquee,Client logos,recommended
585,creative-studios,homepage,page_section,6,TESTIMONIALS,single-featured,Client quote,recommended
586,creative-studios,homepage,page_section,7,TEAM,grid,Creative team,optional
587,creative-studios,homepage,page_section,8,CTA,centered,Start a project,required
588,creative-studios,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
589,creative-studios,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
590,creative-studios,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
591,creative-studios,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
592,creative-studios,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
593,creative-studios,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
594,creative-studios,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
595,creative-studios,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
596,creative-studios,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
597,creative-studios,about,page_section,1,HERO,page-header,Company name + tagline,required
598,creative-studios,about,page_section,2,ABOUT,editorial-split,Company story,required
599,creative-studios,about,page_section,3,TEAM,grid,Team members,optional
600,creative-studios,about,page_section,4,STATS,counter,Key metrics,recommended
601,creative-studios,about,page_section,5,CTA,centered,Get started / contact,required
602,creative-studios,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
603,creative-studios,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
604,creative-studios,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
605,creative-studios,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
606,creative-studios,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
607,creative-studios,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
608,creative-studios,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
609,creative-studios,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
610,creative-studios,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
611,construction-trades,homepage,page_section,1,HERO,full-bleed-overlay,Completed project showcase,required
612,construction-trades,homepage,page_section,2,STATS,counter,"Projects completed, years experience",required
613,construction-trades,homepage,page_section,3,FEATURES,icon-grid,"Services (residential, commercial, renovation)",required
614,construction-trades,homepage,page_section,4,PORTFOLIO,masonry,Project gallery with before/after,required
615,construction-trades,homepage,page_section,5,TESTIMONIALS,carousel,Client testimonials,required
616,construction-trades,homepage,page_section,6,HOW-IT-WORKS,numbered-steps,Project process (consult → design → build),recommended
617,construction-trades,homepage,page_section,7,TRUST-BADGES,horizontal-strip,"Licensed, insured, certified",required
618,construction-trades,homepage,page_section,8,FAQ,accordion,"Timeline, pricing, permits",recommended
619,construction-trades,homepage,page_section,9,CONTACT,split-form,Get a quote form,required
620,construction-trades,product-detail,page_section,1,PRODUCT-DETAIL,gallery-sidebar,"Image gallery left, buy box right",required
621,construction-trades,product-detail,page_section,2,PRODUCT-DETAIL,description-tabs,"Description, specs, reviews in tabs",required
622,construction-trades,product-detail,page_section,3,PRODUCT-SHOWCASE,related-products,4 related products carousel,required
623,construction-trades,collection,page_section,1,HERO,page-header,Collection title + description + optional banner,required
624,construction-trades,collection,page_section,2,PRODUCT-SHOWCASE,filtered-grid,Product grid with sort/filter,required
625,construction-trades,collection,page_section,3,PRODUCT-SHOWCASE,featured-3,Featured products from collection,optional
626,construction-trades,content-page,page_section,1,HERO,page-header,Page title + optional subtitle,required
627,construction-trades,content-page,page_section,2,CONTENT,rich-text,HTML content body,required
628,construction-trades,content-page,page_section,3,CTA,inline,Related page or action CTA,optional
629,construction-trades,about,page_section,1,HERO,page-header,Company name + tagline,required
630,construction-trades,about,page_section,2,ABOUT,editorial-split,Company story,required
631,construction-trades,about,page_section,3,TEAM,grid,Team members,optional
632,construction-trades,about,page_section,4,STATS,counter,Key metrics,recommended
633,construction-trades,about,page_section,5,CTA,centered,Get started / contact,required
634,construction-trades,contact,page_section,1,HERO,page-header,Contact us + subtitle,required
635,construction-trades,contact,page_section,2,CONTACT,split-form,Form + location/map/hours,required
636,construction-trades,contact,page_section,3,FAQ,mini-accordion,Common questions before contacting,optional
637,construction-trades,blog-index,page_section,1,HERO,page-header,Blog title + optional category filter,required
638,construction-trades,blog-index,page_section,2,BLOG-PREVIEW,grid,Blog post grid with featured post,required
639,construction-trades,blog-index,page_section,3,NEWSLETTER,inline,Subscribe for updates,optional
640,construction-trades,shared,navigation,0,NAV,sticky-transparent,Standard dropdown navigation,required
641,construction-trades,shared,footer,0,FOOTER,mega,Multi-column standard footer,required
642,construction-trades,shared,cart_drawer,0,CART-DRAWER,slide-out,Side panel with upsell recommendations,required
643,medical-dental,homepage,page_section,1,HERO,split-image,Welcoming facility + team,required
644,medical-dental,homepage,page_section,2,FEATURES,icon-grid,Services offered,required
645,medical-dental,homepage,page_section,3,TRUST-BADGES,horizontal-strip,"Board certifications, insurance accepted",required
646,medical-dental,homepage,page_section,4,TEAM,grid,Doctors/practitioners with credentials,required
647,medical-dental,homepage,page_section,5,TESTIMONIALS,carousel,Patient reviews,required
